"location_id","hydrant_id","District","location","description","latitude","longitude","provider","status","Discharge Size","flow_gpm","Pitot psi","Residual psi","static_psi","last_checked","tested_by","shift","issue","alternate_supply","notes"
"31468198","31468198","1","Hydrant","Hydrant","34.96387646","-90.04789587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468199","31468199","1","Hydrant","Hydrant","34.96395646","-90.04886587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468200","31468200","1","Hydrant","Hydrant","34.96396645","-90.04985587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468201","31468201","1","Hydrant","Hydrant","34.96512646","-90.05043588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468202","31468202","1","Hydrant","Hydrant","34.97154646","-90.04416587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468203","31468203","1","Hydrant","Hydrant","34.97072646","-90.04335587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468204","31468204","1","Hydrant","Hydrant","34.96600646","-90.05351588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468205","31468205","1","Hydrant","Hydrant","34.96280646","-90.04758587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468206","31468206","1","Hydrant","Hydrant","34.96276645","-90.04887587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468207","31468207","1","Hydrant","Hydrant","34.96560646","-90.06060588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468208","31468208","1","Hydrant","Hydrant","34.96230645","-90.05790588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468209","31468209","1","Hydrant","Hydrant","34.96077645","-90.05784588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468210","31468210","1","Hydrant","Hydrant","34.96030645","-90.05765588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468211","31468211","1","Hydrant","Hydrant","34.96088645","-90.05647588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468212","31468212","1","Hydrant","Hydrant","34.96191645","-90.05631588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468213","31468213","1","Hydrant","Hydrant","34.96191645","-90.05782588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468214","31468214","1","Hydrant","Hydrant","34.96075645","-90.05925588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468215","31468215","1","Hydrant","Hydrant","34.96034645","-90.05985588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468216","31468216","1","Hydrant","Hydrant","34.95918645","-90.05990588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468217","31468217","1","Hydrant","Hydrant","34.95933645","-90.05853588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468218","31468218","1","Hydrant","Hydrant","34.96106645","-90.05443588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468219","31468219","1","Hydrant","Hydrant","34.96055645","-90.05370588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468220","31468220","1","Hydrant","Hydrant","34.96097645","-90.05250588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468221","31468221","1","Hydrant","Hydrant","34.95962645","-90.05286588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468222","31468222","1","Hydrant","Hydrant","34.95868645","-90.05209587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468223","31468223","1","Hydrant","Hydrant","34.95727645","-90.05502588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468224","31468224","1","Hydrant","Hydrant","34.95759645","-90.05408587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468225","31468225","1","Hydrant","Hydrant","34.95812645","-90.05302587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468226","31468226","1","Hydrant","Hydrant","34.95823645","-90.05543588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468227","31468227","1","Hydrant","Hydrant","34.95881645","-90.05403588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468228","31468228","1","Hydrant","Hydrant","34.96011645","-90.05543588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468229","31468229","1","Hydrant","Hydrant","34.95892645","-90.05584588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468230","31468230","1","Hydrant","Hydrant","34.95599645","-90.05840588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468231","31468231","1","Hydrant","Hydrant","34.95672645","-90.05881588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468232","31468232","1","Hydrant","Hydrant","34.95804645","-90.05856588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468233","31468233","1","Hydrant","Hydrant","34.95851645","-90.05778588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468234","31468234","1","Hydrant","Hydrant","34.95794645","-90.06004588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468235","31468235","1","Hydrant","Hydrant","34.95656645","-90.06006588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468236","31468236","1","Hydrant","Hydrant","34.95546645","-90.06003588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468237","31468237","1","Hydrant","Hydrant","34.95428645","-90.06011588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468238","31468238","1","Hydrant","Hydrant","34.95307645","-90.06014588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468239","31468239","1","Hydrant","Hydrant","34.95209645","-90.06000588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468240","31468240","1","Hydrant","Hydrant","34.95052645","-90.06011588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468241","31468241","1","Hydrant","Hydrant","34.95088645","-90.05908588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468242","31468242","1","Hydrant","Hydrant","34.95221645","-90.05909588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468243","31468243","1","Hydrant","Hydrant","34.95393645","-90.05914588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468244","31468244","1","Hydrant","Hydrant","34.95450645","-90.05903588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468245","31468245","1","Hydrant","Hydrant","34.95514645","-90.05722588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468246","31468246","1","Hydrant","Hydrant","34.95580645","-90.05588588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468247","31468247","1","Hydrant","Hydrant","34.95658645","-90.05396588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468248","31468248","1","Hydrant","Hydrant","34.95742645","-90.05235587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468249","31468249","1","Hydrant","Hydrant","34.95813645","-90.05117587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468250","31468250","1","Hydrant","Hydrant","34.95883645","-90.05040587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468251","31468251","1","Hydrant","Hydrant","34.96010645","-90.04970587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468252","31468252","1","Hydrant","Hydrant","34.95960645","-90.04836587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468253","31468253","1","Hydrant","Hydrant","34.95979645","-90.04702587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468254","31468254","1","Hydrant","Hydrant","34.96040645","-90.04770587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468255","31468255","1","Hydrant","Hydrant","34.95900645","-90.04700587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468256","31468256","1","Hydrant","Hydrant","34.95887645","-90.04882587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468257","31468257","1","Hydrant","Hydrant","34.95994645","-90.05114587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468258","31468258","1","Hydrant","Hydrant","34.95809645","-90.04886587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468259","31468259","1","Hydrant","Hydrant","34.95560645","-90.04780587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468260","31468260","1","Hydrant","Hydrant","34.95687645","-90.04786587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468261","31468261","1","Hydrant","Hydrant","34.95680645","-90.04886587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468262","31468262","1","Hydrant","Hydrant","34.95659645","-90.04992587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468263","31468263","1","Hydrant","Hydrant","34.95729645","-90.05094587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468264","31468264","1","Hydrant","Hydrant","34.95615645","-90.05103587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468265","31468265","1","Hydrant","Hydrant","34.95520645","-90.05127587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468266","31468266","1","Hydrant","Hydrant","34.95535645","-90.05007587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468267","31468267","1","Hydrant","Hydrant","34.95535645","-90.04897587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468268","31468268","1","Hydrant","Hydrant","34.95631645","-90.05284587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468269","31468269","1","Hydrant","Hydrant","34.95567645","-90.05361587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468270","31468270","1","Hydrant","Hydrant","34.95501645","-90.05351588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468271","31468271","1","Hydrant","Hydrant","34.95384645","-90.05348587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468272","31468272","1","Hydrant","Hydrant","34.95292645","-90.05356587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468273","31468273","1","Hydrant","Hydrant","34.95196645","-90.05454588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468274","31468274","1","Hydrant","Hydrant","34.95329645","-90.05456588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468275","31468275","1","Hydrant","Hydrant","34.95457645","-90.05465588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468276","31468276","1","Hydrant","Hydrant","34.95553645","-90.05481588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468277","31468277","1","Hydrant","Hydrant","34.95478645","-90.05265588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468278","31468278","1","Hydrant","Hydrant","34.95343645","-90.05259587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468279","31468279","1","Hydrant","Hydrant","34.95205645","-90.05336587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468280","31468280","1","Hydrant","Hydrant","34.95164645","-90.05252587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468281","31468281","1","Hydrant","Hydrant","34.95044645","-90.05242587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468282","31468282","1","Hydrant","Hydrant","34.95110645","-90.05347587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468283","31468283","1","Hydrant","Hydrant","34.95025645","-90.05412587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468284","31468284","1","Hydrant","Hydrant","34.95097645","-90.05463588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468285","31468285","1","Hydrant","Hydrant","34.95046645","-90.05563588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468286","31468286","1","Hydrant","Hydrant","34.95023645","-90.05724588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468287","31468287","1","Hydrant","Hydrant","34.95023645","-90.05842588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468288","31468288","1","Hydrant","Hydrant","34.94947645","-90.05899588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468289","31468289","1","Hydrant","Hydrant","34.94857645","-90.05888588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468290","31468290","1","Hydrant","Hydrant","34.94935645","-90.05800588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468291","31468291","1","Hydrant","Hydrant","34.94936645","-90.05679588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468292","31468292","1","Hydrant","Hydrant","34.94937645","-90.05558587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468293","31468293","1","Hydrant","Hydrant","34.94937645","-90.05411588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468294","31468294","1","Hydrant","Hydrant","34.94950645","-90.05269587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468295","31468295","1","Hydrant","Hydrant","34.94930645","-90.05162587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468296","31468296","1","Hydrant","Hydrant","34.94853645","-90.05277587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468297","31468297","1","Hydrant","Hydrant","34.94875645","-90.05116587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468298","31468298","1","Hydrant","Hydrant","34.94874645","-90.05559587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468299","31468299","1","Hydrant","Hydrant","34.94858645","-90.05680588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468300","31468300","1","Hydrant","Hydrant","34.95152645","-90.05559588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468301","31468301","1","Hydrant","Hydrant","34.95113645","-90.05634588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468302","31468302","1","Hydrant","Hydrant","34.95110645","-90.05784588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468303","31468303","1","Hydrant","Hydrant","34.95201645","-90.05740588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468304","31468304","1","Hydrant","Hydrant","34.95278645","-90.05562587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468305","31468305","1","Hydrant","Hydrant","34.95280645","-90.05693588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468306","31468306","1","Hydrant","Hydrant","34.95280645","-90.05843588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468307","31468307","1","Hydrant","Hydrant","34.95363645","-90.05740588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468308","31468308","1","Hydrant","Hydrant","34.94854645","-90.05017587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468309","31468309","1","Hydrant","Hydrant","34.94938645","-90.05013587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468310","31468310","1","Hydrant","Hydrant","34.95045645","-90.05012587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468311","31468311","1","Hydrant","Hydrant","34.95130645","-90.05015587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468312","31468312","1","Hydrant","Hydrant","34.95254645","-90.05004587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468313","31468313","1","Hydrant","Hydrant","34.95354645","-90.04934587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468314","31468314","1","Hydrant","Hydrant","34.95418645","-90.04890587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468315","31468315","1","Hydrant","Hydrant","34.94899645","-90.04468587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468316","31468316","1","Hydrant","Hydrant","34.95077645","-90.04577587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468317","31468317","1","Hydrant","Hydrant","34.94845645","-90.04877587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468318","31468318","1","Hydrant","Hydrant","34.94859645","-90.04746587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468319","31468319","1","Hydrant","Hydrant","34.94850645","-90.04610587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468320","31468320","1","Hydrant","Hydrant","34.94977645","-90.04574587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468321","31468321","1","Hydrant","Hydrant","34.95275645","-90.04880587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468322","31468322","1","Hydrant","Hydrant","34.95315645","-90.04761587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468323","31468323","1","Hydrant","Hydrant","34.95169645","-90.04521587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468324","31468324","1","Hydrant","Hydrant","34.95263645","-90.04610587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468325","31468325","1","Hydrant","Hydrant","34.95366645","-90.04696587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468326","31468326","1","Hydrant","Hydrant","34.95458645","-90.04765587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468327","31468327","1","Hydrant","Hydrant","34.95032645","-90.04865587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468328","31468328","1","Hydrant","Hydrant","34.94946645","-90.04696587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468329","31468329","1","Hydrant","Hydrant","34.94944645","-90.04945587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468330","31468330","1","Hydrant","Hydrant","34.95208645","-90.04680587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468331","31468331","1","Hydrant","Hydrant","34.95149645","-90.04787587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468332","31468332","1","Hydrant","Hydrant","34.95113645","-90.04879587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468333","31468333","1","Hydrant","Hydrant","34.95492645","-90.05565588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468334","31468334","1","Hydrant","Hydrant","34.95366645","-90.05579587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468335","31468335","1","Hydrant","Hydrant","34.94825645","-90.06040588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468336","31468336","1","Hydrant","Hydrant","34.94886645","-90.06056588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468337","31468337","1","Hydrant","Hydrant","34.94970645","-90.06043588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468338","31468338","1","Hydrant","Hydrant","34.96193645","-90.05913488","Horn Lake Water","In Service","","","","","","","","","","",""
"31468339","31468339","1","Hydrant","Hydrant","34.96150645","-90.05170587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468340","31468340","1","Hydrant","Hydrant","34.96149645","-90.05027587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468341","31468341","1","Hydrant","Hydrant","34.96151645","-90.04993587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468342","31468342","1","Hydrant","Hydrant","34.96188646","-90.04694587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468343","31468343","1","Hydrant","Hydrant","34.96058645","-90.04691587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468344","31468344","1","Hydrant","Hydrant","34.96221646","-90.05421588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468345","31468345","1","Hydrant","Hydrant","34.95516645","-90.05887588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468346","31468346","1","Hydrant","Hydrant","34.95681645","-90.05814588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468347","31468347","1","Hydrant","Hydrant","34.95620645","-90.05650588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468348","31468348","1","Hydrant","Hydrant","34.95569645","-90.05756588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468349","31468349","1","Hydrant","Hydrant","34.95250645","-90.05160587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468350","31468350","1","Hydrant","Hydrant","34.95028645","-90.05139587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468351","31468351","1","Hydrant","Hydrant","34.95114645","-90.05125587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468352","31468352","1","Hydrant","Hydrant","34.95380645","-90.05048587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468353","31468353","1","Hydrant","Hydrant","34.94881645","-90.04403587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468354","31468354","1","Hydrant","Hydrant","34.96280646","-90.04098587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468355","31468355","1","Hydrant","Hydrant","34.96278645","-90.04235587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468356","31468356","1","Hydrant","Hydrant","34.96457646","-90.05847588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468357","31468357","1","Hydrant","Hydrant","34.94752645","-90.04004587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468358","31468358","1","Hydrant","Hydrant","34.94675645","-90.03996587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468359","31468359","1","Hydrant","Hydrant","34.94476645","-90.03955587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468360","31468360","1","Hydrant","Hydrant","34.94174645","-90.03964587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468361","31468361","1","Hydrant","Hydrant","34.94600645","-90.04197587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468362","31468362","1","Hydrant","Hydrant","34.94431645","-90.04082587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468363","31468363","1","Hydrant","Hydrant","34.94360645","-90.03914587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468364","31468364","1","Hydrant","Hydrant","34.94404645","-90.03582587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468365","31468365","1","Hydrant","Hydrant","34.94386645","-90.03718587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468366","31468366","1","Hydrant","Hydrant","34.94330645","-90.03605587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468367","31468367","1","Hydrant","Hydrant","34.94280645","-90.03700587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468368","31468368","1","Hydrant","Hydrant","34.94264645","-90.03570587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468369","31468369","1","Hydrant","Hydrant","34.94192645","-90.03548587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468370","31468370","1","Hydrant","Hydrant","34.94132645","-90.03666587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468371","31468371","1","Hydrant","Hydrant","34.94117345","-90.03550487","Horn Lake Water","In Service","","","","","","","","","","",""
"31468372","31468372","1","Hydrant","Hydrant","34.94412645","-90.04282587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468373","31468373","1","Hydrant","Hydrant","34.94211645","-90.04184587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468374","31468374","1","Hydrant","Hydrant","34.94790645","-90.05028587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468375","31468375","1","Hydrant","Hydrant","34.94303645","-90.04744587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468376","31468376","1","Hydrant","Hydrant","34.94163645","-90.04872587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468377","31468377","1","Hydrant","Hydrant","34.94204645","-90.04395587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468378","31468378","1","Hydrant","Hydrant","34.94010645","-90.04708587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468379","31468379","1","Hydrant","Hydrant","34.94014645","-90.04506587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468380","31468380","1","Hydrant","Hydrant","34.93671645","-90.04321587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468381","31468381","1","Hydrant","Hydrant","34.93696645","-90.04586587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468382","31468382","1","Hydrant","Hydrant","34.93794645","-90.04658587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468383","31468383","1","Hydrant","Hydrant","34.93914645","-90.04759587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468384","31468384","1","Hydrant","Hydrant","34.93849645","-90.04492587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468385","31468385","1","Hydrant","Hydrant","34.93856645","-90.04320587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468386","31468386","1","Hydrant","Hydrant","34.94073645","-90.04323587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468387","31468387","1","Hydrant","Hydrant","34.94404645","-90.05196587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468388","31468388","1","Hydrant","Hydrant","34.93601645","-90.05845588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468389","31468389","1","Hydrant","Hydrant","34.93650645","-90.05727587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468390","31468390","1","Hydrant","Hydrant","34.93366645","-90.05716587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468391","31468391","1","Hydrant","Hydrant","34.93379645","-90.05517587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468392","31468392","1","Hydrant","Hydrant","34.93366645","-90.05267587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468393","31468393","1","Hydrant","Hydrant","34.93727645","-90.05052587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468394","31468394","1","Hydrant","Hydrant","34.93632645","-90.04913587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468395","31468395","1","Hydrant","Hydrant","34.93638645","-90.04845587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468396","31468396","1","Hydrant","Hydrant","34.93642645","-90.04731587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468397","31468397","1","Hydrant","Hydrant","34.93478645","-90.04696587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468398","31468398","1","Hydrant","Hydrant","34.93443645","-90.04994587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468399","31468399","1","Hydrant","Hydrant","34.93390645","-90.04927587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468400","31468400","1","Hydrant","Hydrant","34.93358645","-90.04581587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468401","31468401","1","Hydrant","Hydrant","34.93431645","-90.04316587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468402","31468402","1","Hydrant","Hydrant","34.93375645","-90.04385587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468403","31468403","1","Hydrant","Hydrant","34.93580645","-90.04592587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468404","31468404","1","Hydrant","Hydrant","34.93539645","-90.04441587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468405","31468405","1","Hydrant","Hydrant","34.93538645","-90.04318587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468406","31468406","2","Hydrant","Hydrant","34.96671646","-90.00121586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468407","31468407","2","Hydrant","Hydrant","34.96655646","-90.00275586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468408","31468408","2","Hydrant","Hydrant","34.96667646","-90.00437586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468409","31468409","2","Hydrant","Hydrant","34.96668646","-90.00553586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468410","31468410","2","Hydrant","Hydrant","34.96622646","-90.00619586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468411","31468411","2","Hydrant","Hydrant","34.96567646","-90.00556586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468412","31468412","2","Hydrant","Hydrant","34.96566646","-90.00461586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468413","31468413","2","Hydrant","Hydrant","34.96556646","-90.00281586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468414","31468414","2","Hydrant","Hydrant","34.96606646","-90.00119586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468415","31468415","2","Hydrant","Hydrant","34.96530646","-90.00142586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468416","31468416","2","Hydrant","Hydrant","34.96473646","-90.00161586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468417","31468417","2","Hydrant","Hydrant","34.96420646","-90.00181586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468418","31468418","2","Hydrant","Hydrant","34.96466646","-90.00231586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468419","31468419","2","Hydrant","Hydrant","34.96361646","-90.00201586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468420","31468420","2","Hydrant","Hydrant","34.96384646","-90.00271586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468421","31468421","2","Hydrant","Hydrant","34.96428646","-90.00625586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468422","31468422","2","Hydrant","Hydrant","34.96392646","-90.00522586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468423","31468423","2","Hydrant","Hydrant","34.96343646","-90.00423586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468424","31468424","2","Hydrant","Hydrant","34.96293646","-90.00601586","Horn Lake Water","In Service","","","","","","","","","","",""
"31468426","31468426","2","Hydrant","Hydrant","34.96285646","-90.00836586","Horn Lake Water","In Service","","","","","","","","","","",""
